,tweet_ID,Tweet,Hatred/No Hatred
318,1503648596004065286,job try close pay gap black people underpaid hate advocate get r30k increase must cycle underpaid continue pls capitalism still reign must experience joy,1
319,1504125425555247107,murderer sleep night hand soaked blood innocent conscience soaked greed power life outside hate know language hate really hope live long life,1
320,1504098807499292676,attracts people republican party lie destruction middle lower class racism pedophilia misogyny homophobia xenophobia hate cruelty fear white men longer controlling everything treason,1
321,1504113489140461573,fuckign hate gay ppl fnafau,1
322,1502856173351014401,idk taiwanese ppl understand hurting driving hate towards mainland chinese ppl,1
323,1501870036021035009,think china banned new admission int student banned since march 2020 2022 creat frustration hate china reason behind communication gap student chinese authority future good sign china,1
324,1503750453615603719,satan love chinese government hate people,1
325,1502384043412832268,dear american chinese russian arent enemy real enemy people manipulating hate,1
326,1242553623260868608,still allowed quote ancient chinese proverb racist racismisavirus,0
327,1246508137638580225,mamacat2u vbeltiz power chinese virus thing really shown crazy low iq people went sam club costco morning store line wrapped around building get inside fuck,1
328,1233468243534372865,cnbc tedros reiterated virus could still turn pandemic urged fear panic adding greatest enemy right virus fear rumor stigma via googlenews,1
329,1243626072387747841,heightened racism experienced asian community surprising many people belief racial progress widespread american society yalesoms mwkraus euniceheun racismisavirus strongertogether asianamericans,0
330,1225611530978217989,nepali china kp oli directed official bring back nepali wuhan china keep,0
331,1238081115182764032,iamnotavirus heard thetimes use image article patient outside china,0
332,1246282568414179329,repadamschiff proven past 3 year hate american america place country risk busy fake impeachment worry chinese virus pelosi want try money,1
333,1232094383924707328,realdonaldtrump fact probably come become world pandemic fact legacy medium democrat try blame fact ought preempt china commie nation narrow wi,0
334,1238072679694864384,last fucking time excuse racist asian,1
335,1245152684820348929,realdonaldtrump think campaign slogan mama make america manufacture againneed make stuff america happening chinese virus open eye dependence another country,0
336,1245357525400051712,fuck china via youtube exactly thought must held accountable chinesevirus,1
337,1245999294139772928,anyone else sneaky fist pump every recycle bin street go thud put pressure wagon hydraulics go chink chink bottle,0
338,1230523783708061696,well shit,1
339,1237480830097862658,hoping april 1st come around news broadcast like april fool isnt real joke shit ton old china men come behind curtain,1
340,1247596322657570823,marshablackburn freedomhk4ever disgusting medium morally bankrupt chinacommunistparty chinaliedpeopledied,1
341,1244721630351327232,tweeting support iamnotavirus hashtag respect asian american american,0
342,1230394065004453888,another wuhan hospital chief hospitalised contracting treating patient coronavirusoutbreak,0
343,1230515621315710977,mattwander12 barback weekend hear stupid shit time point wish actually bottle,1
344,1226914308270981128,worried,0
345,1244262818595000325,im losing mind quarantine making mad chinese douchebags ate shit infected everyone chinesevirus whole world suffering bloody shitbags bloody ban china ban chinese people,1
346,1230292697694580736,gray plague fuck going qom wuflu,1
347,1244844999566446592,ccp china type shady evil shit one bat eye trump call virus started china chinesevirus chinaliedpeopledie ccpliedpeopledied,1
348,1244398148174438400,realdonaldtrump much chinese virusyo as sponsored fucking country quarantine,1
349,1235395447214288897,husband sorry got rest tending 3 little groaning people blowing nose scratchy tp 2 week cant get sickness im flaccid im sorry wife,0
350,1234510147667365888,election put democrat difficult spot,0
351,1233532837179072517,ever seen anyone praying death american repadamschiff,1
352,1245035261030838272,changshacity fucking chinesevirus,1
353,1238017385761656832,fuck china wuhanvirus covid2019 wuhancoronavirusoutbreak wuhanpneumonia standup4humanrights hongkongers korea germany hongkong japan uk italy iran,1
354,1241506262216593409,watch crywtf america seriously w f coronaviruspandemic asianamericans racismisavirus,1
355,1245443836777648128,truth chinaliedpeopledied,1
356,1246160110327451648,told stanford doctor buddy january 24 asked wuhan virus prepare worst closed ad agency monday february 17 sent everyone home china covered whole damn thing fascist beijing pure damn evil,1
357,1245414160978059265,mebrard fuck china chinavirus,1
358,1244154521007382533,dancezaizai stevetheduckboi nineattributes realsaavedra keep eating bat rat dog cat tell civilized country come china owns pandemic entire work know stfu kungflu fu,1
359,1246708748187508737,passenger coronavirusstricken cruise ship disembark florida head hospital airport,0
360,1230562435406262274,realdonaldtrump dearprestrump great jobit take years4people 2 understand much love americathe world patriot certainly right way2fight terroriststhe people iran appreciate you4killing soleimani,0
361,1243686788566261760,xyphosaurelias yes china knew outbreak started quaranetened whole as city rapidly built,0
362,1230303021361455105,im hearing woman refused get tested one spread fuck,1
363,1244895530720710656,chinese horrible fuck chinaliedpeopledie boycottchina wuhanvirus,1
364,1248843547588956161,sucremam ccp racismisavirus ccpvirus,1
365,1233478805089660938,hell know pandemic public health incompetence reign trumplandia crony lackey sycophant,1
366,1230576964039110656,poor ghost kenya nigga took chinese government got blood virus 20 million condemned god repay sky thunder hack black dog,1
367,1233076366595231749,check news 19 wuhan coronaviruschina wuhancoronavirus chinavirus share rt,0
368,1231556600806006784,yo 14 american came back japan evolved untraceable actually dead china fucking killed everyone ggs,1
369,1233029080188178432,fuck ya commie,1
370,1232904856706387974,there country britain whats tea america omfg aaaaaaaaahhhhhhh going die dont want die arab chinese oh god save president trump baby jesus going die,1
371,1233929223057952768,started cuz chink want bat soup,1
372,1247987218104418307,discrimination okay matter cause tension high many asian american taking social medium campaign like washthehate racismisavirus iamnotcovid19 empower community fight back,0
373,1235919939992793089,china warned firing laser aircraft rival enemy,1
374,1235726240142614528,xenophobic racist get matter doesnt give reason thing pandemic affect everyone stop targeting asian,0
375,1250702028227084288,live update pakistan 2020 live update pakistan disease caused sarscov2 virus start spreading december 2019 wuhan china named world health organization acronym based disea,0
376,1241856243389665281,american go work wearing mask contact someone 19 outrageous,0
377,1232134892395409410,msnbc cnbc update must watch video biggest warning lifetimethere much time left coronavirius coronavirususa coronaviruscoverup virus viral chinavirussesungguhnya chine whotwi,0
378,1244305480756969472,cnn wuhan flu wuflu kungflu chinese virus whatever bet as originated nyc philly chicago city would part name,1
379,1232259093131337728,governament chineseeee problem fuck coranavirusitalia china chinavirus italy problem,1
380,1238550122964885506,jsolomonreports amazing potus beat wuhanvirus punish china unleashing,0
381,1232422497112510464,aliceavizandum janeost commieberry kinda fucked egg,0
382,1244909504581402624,mehreenfaruqi got faruqin kidding mehreen serious expect au taxpayer fund international student green really retarded auspol chinesevirus,1
383,1229659140160708609,hp zbook 15v g5 intel core i5 8th gen 8 cpu 8gb ram 1tb storage 4gb nvidia quadro p600 gddr5 kes83000,0
384,1239415958994694146,9 chinese government say bioweapon claiming released treati,0
385,1246435376778149888,chaniapost say chinanot eat animalsnot kill animal eating animalsanimal product make sickdiecorona virus god see everythingcoronavirus peopleare cruel animal forbid eating animal forbid cruelty animal forbid killi,1
386,1222222855972311040,planted china operative,0
387,1245036209593868294,let chinesevirus establish critical mass high density area benefit seasonal change slowing spread diminished aggressive early slow spread buy time area need nyc fucked big time,0
388,1230313284437409792,ayeeee get ready laynewcharitysong layzhang laystudio,0
389,1233637273620471808,jayqi37china enzomazak eille68577793 andrewbogut country ruin world heard corona virus hope wipe shit cunt,1
390,1244234722689142790,chinese virus defective mask fuck china,1
391,1242723377774653440,chinaambindia world specially india never forgive chinese people chinese governance playing dirty ga,1
392,1249375808197623809,yayalipinc many thai support antichina taiwan hongkong independence called virus chinese virus fucking funny europe america called asian virus,1
393,1232282471217192960,sykescharlie rushlimbaugh fly fat as wuhan hangout 48 hour common cold bet chicken as spreading disinformation like russian thing fooled gopbetra,1
394,1237897676357697536,hey china thanks literally fucking planet constant pandemic thankschina,1
395,1247593587602329600,pls retweet forbes writes asian american vastly overrepresented among front line medical worker 17 doctor 9 pa 10 nurse asian yet face rise violence hate asian eugenegu becool2asians frontlineworkers,0
396,1249028927026352130,mcdonalds mcdonaldscorp racism china help youre giving iamnotavirus,0
397,1237928944826908673,acosta chriscuomo cuomoprimetime two cant get anymore ignorant fredo little whiny bitch wuhanvirus,1
398,1232182213527076865,katsiberia question one infected person dog literal shit excrement end lake many ppm take get someone infected bioweapon maybe 1 virus 1 super spreader could doom 5m p,0
399,1245722072887803904,keep hearingreading asian verbally even physically attacked say racismisavirus,1
400,1238373939702792193,best tweet year,0
401,1246125547962470404,hypocrisy left calling people racist name chinese virus literally teach school white man brought disease,1
402,1245002984238407687,adamyounghk standnewshk fuck fake rubbish 76 as hole hk fucking popo wish get corona wuhan virus asap die immediately,1
403,1240651898484596738,toddstarnes thing chinese virus bet shocked learn spanish flu start spain,1
404,1243316826425221120,yang said organization naacpldf cairnational issued statement condemning antiasian racism wake pandemic caasanfrancisco stopaapihate repjudychu napaba,1
405,1244426009551802371,donaldjtrumpjr would put half effort chinese virus disgusting impeachment shit know could accomplished already,1
406,1232396889355640832,video china turn robot control covid2019 19 virus china chinese wuhanvirus wuhan coronavirius 7ummit disease health 7ummit robot technews ai tech,0
407,1243387874021527553,valerie chow mobilizing tv production co thirsty tiger launch becool2asians combat antiasian hate attacked asian channeling fear anger producing positive messaging stay tuned video,1
408,1230619136641916930,want handcuff fuck properly irvine nudemodel,1
409,1240612147626782721,quick calling chinese virus potential cause people wrongfully discriminate people,0
410,1245072394919829505,writernthedrk crueljewels fucking dumb virus caused unnecessary hate towards chinese race whole every single person chinese virus people learn smh come ignorant,1
411,1245089203081424896,rwpusa realdonaldtrump although sound right say chinese virus origin virus animal day catsbatsratssnakesetc meat market wuhanthe virus transferred animal human thenfrom human human thus,0
412,1244434146346188802,stop calling chinese virus fuck wrong wit ya,1
413,1224289594780286976,outbreak xenophobia west spread guardian iamnotavirus iamnotevenchinese,1
414,1245079952183177219,speak antiasian racism hate signing statement voice matter iamnotavirus,0
415,1244614381469663232,cnet fuck chinese editor chinesevirus,1
416,1230354138329997312,agree sentomcotton likely man made cnn would protect friend china hate president trump america china stealing technology would anything power destroy america,1
417,1240505396965638144,keep pressing bigotry chinesevirus iamnotavirus,0
418,1248291619293425665,oldgeorgewash cctvasiapacific business men went buy good guangzhou china racismisavirus,0
419,1243586181645959171,thanks fatjoe andrewyang addressing washthehate hateisavirus crimesagainstasians,1
420,1226942099582570500,jerusalempost shame think bullshit obviously chinese virus,1
421,1230828275473272834,read statement map epidemic racialised particularly uk context set proposal unracialise antichineseracism iamnotavirus,0
422,1232989734235852800,friedturnipstew jtown1970 bradneubauer meowmix67 luluelvis padresforthewin chadpergram decoupling china fucking disaster chief think 2018 worst year stock market since start last recessio,1
423,1230437310182850560,confirms 2000 fatality two quarantined cruise ship passenger die,0
424,1238094766610546689,china suck dick 90 country world call xenophobic,1
425,1245984716290805763,sjonlinekyle eddieacworth ccollins0917 gatorsdoug jimmy12985 claytravis okay well maybe next two month kill flu im sad report flu killed know youre instructed care,0
426,1246067351256068100,fleetwoodgb whats problem hate chinese bcz think virus im sorry blind people know virus political war government try distract people thing kill,1
427,1245036409355997185,chicagoway lqlana conjureblk talibkweli keep proving right fully accept chinese virus racist think ok asian anti black keep exposing desperate deluded brain,1
428,1230489380969566211,ericbolling realdonaldtrump dccc gop walshfreedom cnn msnbc dearprestrump great jobit take years4people 2 understand much americathe world patriot certainly right way2fight terroriststhe p,1
429,1242933361913536513,people collective justice liberation present townhall antiasian racism race struggle solidarity time global pandemic sat 328 35pm pst68pm est rsvp 19 racismisavirus,0
430,1242065438969864195,pier morgan used power good evil,0
431,1237596625876312064,16 country shut school nationwide america fucking severely mentally ill idiot care american including family golfing yet every country taking action get grip crisis,1
432,1245436433965277184,yaboyabz im talking church closing im talking blaming chinese government plague like yeah action shit questionable create virus,1
433,1239919304130387969,president calling chinese virus even surprise point,1
434,1245351953355493379,watched two episode tiger king honestly get hype 2020 much crazier shit going chinese virus one,1
435,1233136273742655489,michalrozworski issue addressed hope containing spread si,0
436,1244614319934967809,cnet fuck chinese editor chinesevirus,1
437,1243318352933564416,smh second antichinese article today want press owned donald trump provoking race war would prefer everyone united fight recover economy asap racism racismisavirus scottmorris,1
438,1225858274731397121,iamnotavirus internet fighting rising antichinese sentiment outbreak,1
439,1240349128028274694,countdankulatv calling china virus deliberate attempt shift blame country government,1
440,1246190880639385606,people got stop calling chinese virus racist hell get people asian decent born america beat killed show realdonaldtrump racist thug say know charge secret service double hotel,1
441,1231391009961103360,check guy living wuhan info coupled shit found make truly believe bio weapon death toll least 50k pretty scary shit,1
442,1230388499792220163,xbots control fanboyism thank thrash shit game microsoft make receipt truly toxic get triggered appreciate,0
443,1246150567015124992,chinavirus morphing another form racial socialism diverse society whitey always must pay,0
444,1241063845587603458,morethanmysle racismisavirus asian american general asian around world attacked,0
445,1230288781649031169,hope nobody actually need told odds someone catching americancanadian chinese restaurant slim catching literally anyone else idea people avoid unfair fucking asinine,1
446,1230338380266758144,nvdems stevesisolak govsisolak steve sisolak fucking asshole ignored wheelchairuser year protects nvdhhs director thief richardwhitley need heatfood nvcaucus gofundmevideo,1
447,1246556275355406338,kfile kayleighmcenany reason pelosi said come chinatown racist trump calling chinese virus stupid follower blaming chinese american btw trump xenophobic,1
448,1245384161994686464,naimani calling chinese corona virus racist historically speaking disease magnitude named country region originate also whats wrong holding country accountable lack food,0
449,1246310707718569984,thigh drooling chink emoji,0
450,1232418907887149057,oh fuck kept shit right tf china,1
451,1242254603934150656,sebgorka yes fact racist asshole call chinese wuhan virus racismisavirus,1
452,1232251751035756548,want chinaman hella bad wish shit would die little damn,0
453,1230576894044758017,oh shit two diamond princess cruise passenger die,0
454,1230641311226748928,throw recession virus creating great uncertainty disrupting supply chain asia trump proposes 16 cut cdc number death rise dont fooled 45s lie 45sfakeeconomy wtp2020 wtp2020 wtp218,0
455,1245674642611855364,dude fuck chinese man fuck em think saying wrong rude problem,1
456,1230428094684704768,hoe dan wuhan 400 novel predicted 40 year ago,0
457,1247741825101807617,heath care worker facing racism save people washthehate asianamerican,0
458,1245474455519989765,realdonaldtrump potus enough great relationship w chinese communist dictator thug enemy long past time cut tie w china quit kissing as youve even quit calling chinawuhan virus ussr w,1
459,1230596654484508672,reminder youre upset movie youve based personal hope fear upon isnt well well youre reason exists get fucking grip already fucking movie,1
460,1230321735012147203,breaking military iran preparing quratine qom two people suddenly died today highway shut developing story,0
461,1248379368981671945,nut sadly course,0
462,1230292706414530560,gray plague fuck going qom wuflu,1
463,1244642467896410114,rustygriswald1 govsisolak freakin nut personally sue racist gov anyone family dy blocked medicine criminal gross negligence probably pissed trump called chinavirus,1
464,1245519906239635457,robertthornber4 jjajangbapkp espnesports intelcallofduty t1lol faker atlfaze simpxo dominant would crimsix based stats championship spastic tf would care ugly chink shite game,1
465,1241030170229846021,turned tv he going keep calling chinese virus going listen racismisavirus,0
466,1233173703900397569,go corona virus bad id expell every dang chinaman every chinese business country bunch bullshit govt damn slow,1
467,1230636458656092168,jesus fucking christ someone explain state department random trump appointee fucking people named overruled cdc,1
468,1240397882198548484,mmpadellan cnn first call chinese virus racist think way,1
469,1241484767826149377,jchenwriter racism uptick following usage term like chinese virus iamnotavirus,0
470,1244241826971697153,moonlightdr1ve mentel banget chink,0
471,1247815599058796544,pls retweet forbes writes asian american vastly overrepresented among front line medical worker 17 doctor 9 pa 10 nurse asian yet face rise violence hate asian eugenegu becool2asians frontlineworkers,0
472,1250910666275209216,trumpwarroom realdonaldtrump chinatown china racist mofos chinese american prone spreading american yet racist like prone victim hate crime,1
473,1246565952420003844,also sorry sudden hiatus past week thing stressful due everyone stay safe,0
474,1240630926184308737,come ccp made contagious deadly biochemical weapon virus ccp enslaved china,0
475,1245404414820614144,imagine playing doctor ruined rating per shame per sham,0
476,1246306339640377345,china let loose world pay dearly bring damn supply home back america mexico shouldnt trading communist china friend never buy america look label say china,1
477,1230072523485663232,fake news chinalies ccp chinazi boycottchina wuhancoronavirusoutbreak anywherebutchina,1
478,1232830437321531392,hey asshole see trump presser 15 case hear head cdc speak vaccine developed case n china dropping okay iu know truth stick head back chuck schumers lying as,1
479,1230592374486831104,fuck happen arrest every single one people arrest whoever allowed happen,1
480,1218419830874935296,china report new wuhan virus case ahead key holiday,0
481,1232343696693174272,fuck china scum earth disgusting piece shit learn kill whole population pig chicken human wuhanflu ccp africaswine pig chickenflu nasty nasty china clean fucking country,1
482,1245451152826777607,mishacollins irony blame racist moron 4 listening 1 racist moron called chinese flu instead really indiscriminate virus kill anyone path doesnt matter started innocent ppl,1
483,1227473285350383616,freedom democracy lit shit bag hong kong doorstep rang communism doorbell china standwithhk,0
484,1233061692856246274,trump said got control number case decreasing china chinese government letting know letting investigation happen country trying figure lying fucking teeth smfh,1
485,1233628481973407747,worrying corona virus disease global infection 59 country country white reporting infection likely process infrastructure testing infection thewuhanvirus,0
486,1233098166142029824,dumb as commie made look like total idiot blaming everything nothing president trump ever heard boy cried wolf,1
487,1244638766104379393,hell spain end surpassing china total number case,0
488,1245927272361549825,misterawesomee kablik3 want promote cure chinese solution call chinese virus spread,1
489,1245681608688111628,sad please take shit seriously chinavirus,1
490,1230754817938616320,vietnam china reopened tan thanh border crossing lang son smallscale trade truck carrying vietnamese dragon fruit waiting cross border today border crossing two country shut fir week,0
491,1246431013301112832,selfcare tip asian american dealing racism amid racismisavirus,0
492,1244991209455652866,using illness hatred agenga aint cute,0
493,1245537694291124224,dgb365 bonnieglaser globaltimesnews secpompeo sayingchina trying spread propaganda started virus kicked chinese journalist hide truth american infection american kicke,0
494,1238105210192637955,dear universe may save humanity turning toward one another may coronaviruspandemic remind border nation cannot quell radical human love response deep need thanks china teaching embodiedsolidarity humanity,0
495,1247280663289409536,really cannot go asian crazy fr gettin jumped reason racismisavirus,0
496,1230497938159407104,half 70 medical professional 21st century hospital gwangju southkorea 2 wuhanvirus patient discovered tested moonjaein govt announced tested negative anyway,0
497,1232403973522542598,holy shit countdown justin trudeau wuflu cdnpoli,0
498,1245173373748924416,chaffeelander sentomcotton shut dont start pussy pc crap chinese virus virus always started idiotic wet market eating dog cat bat manner domestic animal shut,1
499,1247721203474800641,davidhenryhwang washing hand end antiasian bigotry washthehate,0
500,1230589166594949120,watching shit saying need new plague year,0
501,1245346424432111618,xieyuanzhao chineseembinuk called chinese syndrome chink man,0
502,1247276454565621762,asianamericans prove americanness anyone via voxdotcom racismisavirus,0
503,1250778545196056576,calling radical counsellor psychotherapist meeting 26th april 111 reflect learn respond intersectional antioppressive therapeutic practical way please join share,0
504,1222703699811807232,sickening yall using corona virus outbreak excuse racist asian,0
505,1234637554760028160,fucken corona virus italy france germany austria iran australia newspaper medium outlet still keep showing asian face mask iamnotavirus,1
506,1246550176375787520,im old enough remember sikh getting assaulted murdered muslim flew plane wtc friend people calling chink virus think hate know difference gook,0
507,1244785273432674304,friend family died within 3 day icu testing positive please allstay fuck inside,0
508,1237980937914322944,confirmed case testing kit,0
509,1232173959791005697,experimenting animal dead take rat bat snake local meat market sell extra money could virus got human doctor tv said fuck chinavirus,1
510,1230610237821841410,scottmorrisonmp lip service marketing dont give shit australia corrupt government take upto 94 day incubate read,1
511,1244110316201484288,washthehate aim uplift asian community combat racism coro,0
512,1241555230963032065,sadly racism asian light limited uk australia via dianejcho peoplemag wecandobetter washthehate,0
513,1243663202526867458,washthehate aim uplift asian community combat racism pandemic,0
514,1244471456031014913,northerntreey lyndsayunihead sarahgrowls rosek01 cornelialg go suck chinese dick chinese virus,1
515,1232985143326859265,chatting partner mum midwife completely perplexed put prospective patient quarantined section hospital china built hospital 6 day conclusion fuck nick knowles need,1
516,1233045686381400064,china case surge 400 italy freetibet freehk ccp xivirus chinavirus coronarevolution freepress karmavirus,0
517,1246517287085113345,steve bannons new movie claw red dragon official trailer ccp ccpvirus xijingping espionage china huawei,0
518,1233002713614606338,told would bioweapon hoping fucking zombie mutant god damn flu based heart attack,1
519,1232937510440853504,really said fuck teah going japan anymore fucking tokyo banana fucking chink,1
520,1244244597406085121,heathersunf jtlol scottgottliebmd fuck commie chinaliedpeopledied fucktheccp,1
521,1244415644428152833,mttywayne15 thewayneoffendr nickwirbel chrisdepo dancrenshawtx congratulation another stab clever snark trump created shit culture every weakling run around calling chinese virus think,1
522,1235184741927788547,dagenmcdowell way verify chinese didnt execute bunch political prisoner blame,0
523,1232159419321860097,jdoflanagan1 collapsed market better way get back market came wuhan china government dont give shit collateral damage wake,1
524,1237234477866397696,bounty quicksize paper towel white family roll 143 sheet per roll 16 roll ad corona virus coronavirusoutbreak covid2019 wuhanvirus coronavirususa pandemic sarscov2 china wuhan flu coronaoutbreak,0
525,1230281549209194496,individual story especially people within marginalized vulnerable population often lost outbreak encourage listen three queer story time,0
526,1232865556656771072,people fearmongering piece shit commie global warming gonna die 12 year wasnt enough shame monster,1
527,1230541564998406144,fuck talking sensitive topic wuhanvirus wuhancoronavirusoutbreak,1
528,1225074906196533248,agree longer blame china,0
529,1230492637184000001,would especially urge fellow jewish friend patronise local chinese restaurantstakeouts extra atm american jew historic special bond american chinese food place need help counteract racist ignorant paranoia,0
530,1230874656208498688,rampant misinformation led racist attack asian american stay informed thelauracoates show iamnotavirus,0
531,1230621128126869505,helping hand like hongkongpolice beat absolute shit innocent passenger 721yuenlong yuenlongdarknight,0
532,1237973383188340736,charlesperosino shaunsimoneau14 uconnpreztk also protection available campus asianamerican international student rate racist hate crime escalate due fear,0
533,1239902579611643906,nbcnews chinese virus made released hid time,0
534,1241034151618154498,omfg trump still calling chinese virus secpompeo surprised freaking disgusting racismisavirus,1
535,1246164724917526528,realdonaldtrump donald hear put ban huawei ceo who chinese army fucking took revenge xijingping virus chinese started world war 3 whats usa,1
536,1232374292655984641,fuckin ugly red coronavirusoutbreak covid2019 chinavirus coronavirusjapan yokohama,1
537,1246270433776656384,lpavlatos anonpath flickernorthern rae96694001 jetrotter fbi yeah calling chinese virus wuhan flu make seem like chinese citizen fault dumb bitch got charge winnie pooh lo,1
538,1245706113456181248,triciaonkiss tedcruz oh pyshic accurately predict virus kill spread mutate shut fuck funfact people died obama sars ebola chinese communist party virus,1
539,1230456902422679552,japanese professor gained access diamond princess cruise ship say shocked lack infection control measure board,0
540,1245401659724967936,trump retard fuck chinese communist used pile people calling chinese virus fucking chinese virus chinese knew contagious virus early tried muzzle red flagged made die family dead must sue chinese,1
541,1239165836167761921,whitehouse based response guideline draft paper team craigbdalton et al really whitehouse inc dr deborah birx also read craigbdaltons published book piss community free,1
542,1231633789501214721,yall read book called eye darkness dean koontz detail keywords wuhan400 date 2020 discription virus read like documentary scary scary stuff landnoli iammzilikazi advobarryroux coronavirusoutbreak,0
543,1245378663081631744,jlinglee garypnabhan huxijingt hi chink lee beauty xi,0
544,1235747496489435136,grandma yelled greeting old lady friend cheek bc corona virus going around,0
545,1230345214977462273,please note 2015 estimated 200 people died natural cause flu cruise ship death sad seems whole virus scare much social experimentationcontrol anything else put tinfoil hat,0
546,1243615041003433985,rise antichinese antiasian racism light xenophobic remark donald trump rsvp townhall sat 328 35pm pst68pm est racismisavirus,0
547,1240241254966931456,realdonaldtrump chinese virus,0
548,1245521080166625282,oops bumbledick hypocrite suddenly outraged google demonetized criticism donaldtrumps kungflu response welcome club boy censorship bite ass,1
549,1233729579715584002,fuck china fuck taiwan fuck chino fuck taiwanese fuck hombre fuck,1
550,1238068891731058694,wuhanviruscoronavirusupdate fakenews enemyofthepeople epicenter wuhanviruscoronavirus freakout there anyone panic people near kirkland wa friendsfamily recent chinese traveler enough fake news kag,0
551,1233179798454886405,hope get chinky cunt borisjohnson deport,1
552,1241063784501915648,realdonaldtrump racist unprofessional president date calling chinese v,0
553,1232865950321364993,nickatnight128 brianstelter realdonaldtrump fucking stupid ignorant statement coming border coming airplane china stupid fox opinion fan as wall dont work panel built blown blown,1
554,1241585749830635522,garbage site blatantly using phrase china virus racismisavirus,0
555,1244317108269469702,fuck mother fucking reptile eating chink lost world respect murdering cunt,1
556,1232383337664253964,senatorlankford protecting life today would good day kind official briefing white house podium im hearing conflicting info different trump people none appear charge supposed,0
557,1241520669675921409,purchased n95 mask 2 month ago many box 15 never opened sent back used regular supply chain,0
558,1240468438067236865,itsceliaau black american stand asian brother sister washthehate,0
559,1238077603799433216,19 called wuhanvirus also let get rid responsibility wuhancoronavirus wuhan fuckccp fuckchina fuckwho boycottchina ccpisterrorist chinaisterrorist hongkongisnotchina taiwanisnotchina,1
560,1244360959054860288,start post arent racist proceed record video calling chinese virus racist,0
561,1240568989664915458,call chinese virus call boomer virus maybe people take seriously,0
562,1242666742242897921,please watch share hateisavirus washthehate chinesearenotavirus saynotoracism,0
563,1231617884402532352,karlasmanners dont school yet bc,0
564,1240338334418944013,chinaliedpeopledied chinese govt lied world,0
565,1232330840371318788,interestingly kill 2 infected yet many death italy china also country conspiracy murderousgovernments killing people taking patent business lucrative expensive 5000 handbag shoe industry takeover,0
566,1230366388566593536,another methodology change another wild swing new case dove implication w scottgottliebmd concern undetected case whether local health depts enough funding drleanawen put bluntly,0
567,1240289792384008192,treatment asian specifically time unacceptable racismisavirus,0
568,1239107985118498817,decipher yunusmb,0
569,1232377343345213440,wait till first white causality corona virus theyll cry bioweapon white people despite hundred thousand non white causality fact,0
570,1242965214456356866,must stand together fight racism asian iamnotavirus,0
571,1230437921276256257,leave house today im catching little fuck,1
572,1223182938579271683,respect health staff front line china respect,0
573,1245679439280824322,least china need isolated world theyve sight decade wake fuck fuckchina,1
574,1230479377110048768,themhcomedian frank king selfish as dont get make decision covid2019 coronavirususa,1
575,1245514309444104192,well else going connect crisis latin america tried calling chinesevirus people arm offensive language never mind hurling worse insult entire bunch country people okay,0
576,1246395595230572544,linuxpirategeek dinamitauno westersou skynewsaust vault82 australia export food origin chinavirus china give shit cheap sock shit cheap tv keep food china sock keep eating bat,1
577,1237423670152355846,senkamalaharris gopleader hey kevin calling chinese racist youre hatemongering bigot actually need people tell,0
578,1244506192627609601,mikenov47450872 tldr qanon nigga think happening gonna happen today although sound reasonable another major happening could happen due chink virus,0
579,1245349602724904963,cant even social distancing theyre forced come stand podium yall dumb as president call virus chinese virus people pouring hot water asian america citizen cause ignorance,1
580,1232251604109348865,basically pandemic italy youd know wuflu,0
581,1241325559478734850,since outbreak hate crime targeting asian people reported worldover denounce incident member society regardless race country origin feel welcome safe respected iamnotavirus fightracism,0
582,1244634555916713986,racist chinese wont stop virus attacking china wont improve country ability fight virus,0
583,1245695793505452032,huxijingt another example piece shit liar people chinaliedpeopledied fukchina boycottchina,1
584,1230292703977594885,gray plague fuck going qom wuflu,1
585,1244230019548938240,china going kill america one way another,0
586,1249148908707745793,odgamesandanime billhueynba phantom14213 ergospud mannystreet philipbagley102 liber8ting janjekielek realdonaldtrump seaurchin96825 nytimes epochtimes thank trying find common ground issue government medium,0
587,1237913937422643200,lindseygrahamsc stroke droopy mouth saggy jowl he hannity saying big deal people panicking co exotic came china trump want grow economy people fucking idiot,1
588,1244383198878056448,awaisafzal0 yeah blame everyone sure everything politics fucked come dude talking pandemic bro like spanish flu chinese people transported virus spain,1
589,1233598006945034241,gtconway3d nannimagee realdonaldtrump hey donald hoax dont take trip china virus originated fucking lard as mosquito brain dipshit putin fluffer deranged lint licker asshole p yo,1
590,1232358825153294336,trying racist course china one brought fentanyl province pretty much killing people worldwide china started hmmm always knew going come somehow scary time,0
591,1237897752098430976,fix problem four week ago nobody ever thought would problem read 1917 came nowhere actually came china way work actual fucking president united state potus,1
592,1230611325585436675,creator bioweapon act say biological warfare weapon zero hedge,0
593,1234662710379339776,ive watched kind people week im sick watching healthy people condescendingly tell chronically ill people dont anything worry wash hand sound like asshole,1
594,1231350467416018945,tr0v3r make light terrible situation cursory glance online look like bad time right operation based overcharging people shit china supplyline cut,0
595,1244980592615116800,china kill kill angusch89615720 heefg14 jothehkgirl jonathanseual86 sammy91318198 marielsiviglia op12381932972 makhk6 awmf5 hmw79256809 senthil557 wasteslave valwonghk sallygunner0331 bhikshu2007 mark48994372,0
596,1222381584231223296,re6 fan found suspicious biotechnology corporation china,0
597,1245955261375766529,avinashbasava aghoriam jenniferatntd globaltimesnews need lough dont believe ok chinese shipping faulty testing kit many country country rejected testing kit medicine chinaliedpeopledied,0
